"Age";"Genre";"Taille en cm";"Année d'étude";"Filière";"Pays de naissance";"Année d'obtention du baccalauréat ou équivalent";"Enseignements de spécialité en terminale (si bac à spécialités)";"Filière de votre bac si pas de spécialité";"Votre licence est...";"Temps de travail personnel (scolaire) la semaine dernière en heure";"Moyen de transport principal pour venir à la faculté au quotidien";"Temps de trajets en minutes pour venir à la faculté au quotidien";"Fumez-vous du tabac ?";"Rythme de consommation d'alcool";"Nombre de soirées par semaine en moyenne";"Vos phobies";"Plateforme d'accès aux jeux vidéos";"Système d'exploitation de votre téléphone";"Temps de possession votre téléphone actuel en année";"Système d'exploitation de votre ordinateur";"Temps de possession votre ordinateur actuel en année";"Support principal pour la prise de note en cours";"Matériels possédés";"Réseau social le plus utilisé";"Temps passé par jour sur les réseaux sociaux en heure";"Temps passé par jour sur votre téléphone en heure";"Principales sources d'information";"Quelle est la plus large chaîne de montagne du monde ?";"Quel est le nom de la femme noire qui a refusé de céder sa place à un homme blanc dans un bus en 1955 aux États-Unis ?";"Au cours de quel siècle, Cléopâtre, a-t-elle régné ?";"Quel naturaliste a révolutionné la biologie avec son ouvrage “L'Origine des espèces” paru en 1859 ?";"À quel mot correspond la définition suivante : répartition dans le temps d’une charge financière correspondant au remplacement d’un bien, machine, appareil, etc. ?";"Qui est Niki de Saint Phalle ?";"Combien de temps dure la rotation complète de la Lune autour de la Terre ?";"En quelle année est définitivement proclamée l’abolition de l’esclavage en France ?";"Qui a inventé l'expression ""la main invisible"" ?";"Quel écrivain et philosophe français a raconté l’histoire de Candide ?";"Avez-bien joué le jeu et répondu sans consulté de source d'information ?";"Nombre de réponses juste estimées";"spe_maths";"spe_SES";"spe_HGP";"spe_HLP";"spe_NSI";"spe_PC";"spe_autre";"spe_bacsansspe";"phobie_chien";"phobie_araignees";"phobie_foule";"phobie_veillir";"phobie_noir";"phobie_sang";"phobie_claustro";"phobie_sociale";"phobie_germe";"phobie_hauteur";"phobie_nombre";"jv_PC";"jv_playstation";"jv_xbox";"jv_nintendo";"jv_teltab";"jv_autre";"jv_nejouepas";"materiel_tel";"materiel_tablette";"materiel_ordinateur";"materiel_montreconnectee";"materiel_aucun";"infosource_journalpapier";"infosource_journal_inline";"infosource_autre_ecritinline";"infosource_télévision";"infosource_radio";"infosource_video";"infosource_RS";"infosource_autre";"Q1_montagne";"Q2_bus";"Q3_cleopatre";"Q4_origineespeces";"Q5_finance";"Q6_Niki";"Q7_lune";"Q8_esclavage";"Q9_main";"Q10_candide";"nb_bonnes_reponses";"surestimation"
18;"Masculin";185;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";25;"Oui occasionnellement";"Environ une fois par semaine";1;"Peur des araignées";"PC";"iOs";0.1;"Windows";0.5;"ordinateur";"téléphone   ordinateur";"Twitter";2;4;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"le massif de l'Atlas";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une couturière";"28 jours";1848;"John Maynard Keynes";"Voltaire";"oui";5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;1;6;-1
17;"Masculin";174;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Numérique et sciences informatiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";25;"Oui occasionnellement";"Moins d'une fois par semaine";2;"Peur des araignées";"PC";"iOs";1;"Windows";0.2;"ordinateur";"téléphone   ordinateur";"Instagram";2;6;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une actrice";"7 jours";1848;"John Maynard Keynes";"Diderot";"oui";5;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;4;1
18;"Masculin";176;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";3;"Je n'ai peur de rien de cela.";"Playstation";"iOs";1;"Windows";4;"ordinateur";"téléphone";"Instagram";4;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Oprah Winfrey";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;1;6;-3
19;"Féminin";170;"L1";"Économie";"France";2021;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";4;"en voiture seul";60;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur du noir";"PC   Playstation   Xbox   Nintendo   téléphone/tablette";"iOs";3;"MacOS";3;"ordinateur";"téléphone   ordinateur";"TikTok";2;5;"journal papier   journal en ligne   autre sources écrite en ligne   télévision   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"5e siècle avant JC";"Georges-Louis Leclerc de Buffon";"plue-value";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;7;1
18;"Féminin";167;"L1";"Économie";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";15;"Oui occasionnellement";"Moins d'une fois par mois";0;"Peur de la foule   Claustrophobie";"Je ne joue pas aux jeux vidéos.";"iOs";1.5;"Je n'ai pas d'ordinateur.";NA;"tablette";"téléphone   tablette";"Autre";0;4;"journal papier   télévision   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";9;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;9;0
18;"Masculin";172;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";2;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"Android";4.5;"Windows";6;"ordinateur";"téléphone   ordinateur";"Instagram";5;8;"réseaux sociaux";"la cordillère des Andes";"Mae Jemison";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"John Maynard Keynes";"Diderot";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;0;0;6;2
19;"Masculin";191;"L1";"Économie";"France";2021;"Autre(s) spécialité(s)";"Autre bas sans spécialité";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";12;"en moto ou scooter";20;"Oui, régulièrement";"Moins d'une fois par semaine";0.5;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"Android";0;"Windows";7.5;"papier";"téléphone   tablette   ordinateur";"Instagram";1;1.5;"autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux   autre";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;8;1
18;"Masculin";176;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   téléphone/tablette";"iOs";1.5;"MacOS";0.2;"ordinateur";"téléphone   ordinateur";"Snapchat";4;6;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"7 jours";1848;"John Maynard Keynes";"Voltaire";"oui";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;1;7;-2
19;"Féminin";160;"L1";"Économie";"France";2021;"Mathématiques   Physique-chimie";"S";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";6;"Oui, régulièrement";"Environ une fois par semaine";1;"Peur des chiens   Peur des araignées";"Je ne joue pas aux jeux vidéos.";"iOs";3.5;"MacOS";1.5;"ordinateur";"téléphone   ordinateur";"Instagram";4;8;"télévision   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";7;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;9;-2
19;"Masculin";187;"L1";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre choix après une réorientation.";160;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";2;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";1;"Windows";1;"papier";"téléphone   ordinateur";"Snapchat";4;6;"télévision   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"7 jours";1903;"John Maynard Keynes";"Diderot";"oui";5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;4;1
18;"Masculin";170;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";0;"Je n'ai peur de rien de cela.";"Playstation   téléphone/tablette";"iOs";1.5;"MacOS";2;"papier";"téléphone   tablette   ordinateur   montre connectée";"Instagram";3;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Rousseau";"oui";3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;1;0;7;-4
19;"Masculin";177;"L1";"Économie";"Autre en Europe";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";7;"en transport en commun (bus, tram, train)";12;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Claustrophobie";"Je ne joue pas aux jeux vidéos.";"Android";2.5;"Windows";1;"ordinateur";"téléphone   ordinateur";"Instagram";1;5;"autre";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"7 jours";1755;"Adam Smith";"Voltaire";"oui";5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;7;-2
19;"Masculin";182;"L1";"Économie";"France";2021;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des araignées   Claustrophobie   Phobie sociale";"PC";"iOs";1;"Windows";2;"papier";"téléphone   tablette   ordinateur";"TikTok";4;10;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Henry David Thoreau";"réévaluation d'actif";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;1;1;7;0
19;"Féminin";160;"L1";"Économie";"France";2023;"Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";11;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des chiens   Peur des araignées   Claustrophobie";"téléphone/tablette";"Autre ou sans téléphone";1.5;"Autre système d'exploitation";3;"papier";"téléphone   ordinateur";"TikTok";1;4;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;8;0
17;"Masculin";178;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";22;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Je n'ai peur de rien de cela.";"Playstation";"iOs";3;"MacOS";6;"ordinateur";"téléphone   ordinateur";"Snapchat";3;7;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;9;-2
18;"Masculin";178;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";3;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Peur des araignées   Peur du sang   Acrophobie, peur de la hauteur";"PC   Nintendo   téléphone/tablette";"iOs";0.1;"Windows";1;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";1;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"provision";"une peintre";"7 jours";1848;"John Maynard Keynes";"Voltaire";"oui";3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;3;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;6;-3
20;"Féminin";155;"L1";"Économie";"Algérie";2022;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4.5;"en transport en commun (bus, tram, train)";6;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des chiens";"Je ne joue pas aux jeux vidéos.";"iOs";1;"Windows";1.5;"papier";"téléphone   ordinateur";"TikTok";6;9;"journal en ligne   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une autrice";"28 jours";1903;"Adam Smith";"Voltaire";"oui";5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;1;6;-1
22;"Masculin";190;"L1";"Économie";"France";2019;"Numérique et sciences informatiques";"S";"... votre choix après une réorientation.";1;"en voiture seul";0.5;"Oui, régulièrement";"Moins d'une fois par semaine";2;"Je n'ai peur de rien de cela.";"PC   Playstation   téléphone/tablette";"iOs";4;"MacOS";5;"ordinateur";"téléphone   ordinateur";"Instagram";3;6;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Karl Marx";"Diderot";"oui";6.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;0;0;6;0.5
20;"Masculin";177;"L1";"Économie";"France";2021;"Bac sans spécialité";"Autre bas sans spécialité";"... votre premier choix d'orientation post-bac.";1;"en transport en commun (bus, tram, train)";40;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";2;"Je n'ai peur de rien de cela.";"PC";"Android";4;"Windows";2;"papier";"téléphone   tablette   ordinateur";"Instagram";2;5;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1848;"Adam Smith";"Voltaire";"oui";5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;1;7;-2
17;"Féminin";166;"L1";"Économie";"France";2023;NA;"STMG";"... un de vos dernier choix d'orientation post-bac.";10;"en transport en commun (bus, tram, train)";22;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées   Peur du noir";"Je ne joue pas aux jeux vidéos.";"iOs";1;"Windows";0.1;"papier";"téléphone   ordinateur";"TikTok";2.5;4;"journal en ligne   télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"7 jours";1802;"Karl Marx";"Voltaire";"oui";3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1;5;-2
19;"Masculin";180;"L1";"Gestion";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";20;"en voiture seul";7;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC";"iOs";3;"Windows";4;"ordinateur";"ordinateur";"Twitter";1;2;"télévision";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"7 jours";1755;"Adam Smith";"Diderot";"presque...";5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;6;-1
18;"Féminin";163;"L1";"Économie";"France";2023;"Bac sans spécialité";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";120;"en transport en commun (bus, tram, train)";40;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées";"PC   téléphone/tablette";"iOs";3;"Windows";1;"ordinateur";"téléphone";"Snapchat";3;4;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Jean-Baptiste de Lamarck";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1;8;0
23;"Masculin";188;"L1";"Économie";"France";2018;"Bac sans spécialité";"ES";"... votre choix après une réorientation.";5;"en voiture à plusieurs";18;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";5;"tablette";"téléphone   tablette   ordinateur   montre connectée";"Twitter";2;4;"journal papier   journal en ligne   autre sources écrite en ligne   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;10;0
18;"Féminin";160;"L1";"Gestion";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";5;"en transport en commun (bus, tram, train)";6;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées   Acrophobie, peur de la hauteur";"téléphone/tablette";"Android";2;"Windows";1;"ordinateur";"téléphone   ordinateur";"Instagram";6;7;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une autrice";"28 jours";1848;"Adam Smith";"Rousseau";"oui";5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;1;0;6;-1
17;"Féminin";153;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Numérique et sciences informatiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de la foule   Peur du noir   Claustrophobie   Acrophobie, peur de la hauteur";"Nintendo   téléphone/tablette";"Android";1;"Windows";2;"papier";"téléphone   ordinateur   montre connectée";"Instagram";1;8;"télévision   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"plue-value";"une autrice";"21 jours";1848;"Adam Smith";"Voltaire";"oui";4;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;3;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;1;1;1;6;-2
18;"Féminin";167;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des araignées";"Je ne joue pas aux jeux vidéos.";"Android";2;"Windows";1;"tablette";"téléphone   tablette   ordinateur";"Snapchat";1;3;"radio   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;9;-2
17;"Masculin";178;"L1";"Économie";"Autre ni en Europe, ni en Afrique";2023;"Mathématiques   Numérique et sciences informatiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur du noir";"PC   Playstation";"iOs";1;"Windows";2;"tablette";"téléphone   tablette   ordinateur";"Twitter";1;3;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Adam Smith";"Voltaire";"oui";5;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;9;-4
18;"Masculin";175;"L1";"Gestion";"Autre ni en Europe, ni en Afrique";2023;NA;"Bac à spécialités";"... votre choix après une réorientation.";0.2;"en transport en commun (bus, tram, train)";1.5;"Oui occasionnellement";"Plusieurs fois par semaine";1;"Peur du sang";"PC";"iOs";0.3;"Windows";4;"ordinateur";"téléphone   ordinateur   montre connectée";"Instagram";6;8;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;0
18;"Féminin";170;"L1";"Gestion";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";7;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de la foule";"téléphone/tablette";"iOs";5;"Windows";4;"tablette";"téléphone   tablette   ordinateur";"Twitter";4;5;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;-1
17;"Féminin";167;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Peur des chiens   Peur du noir";"Je ne joue pas aux jeux vidéos.";"iOs";2;"Windows";4;"ordinateur";"téléphone   ordinateur";"Instagram";6;8;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1802;"Karl Marx";"Diderot";"oui";5;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;4;1
