"Age";"Genre";"Taille en cm";"Année d'étude";"Filière";"Pays de naissance";"Année d'obtention du baccalauréat ou équivalent";"Enseignements de spécialité en terminale (si bac à spécialités)";"Filière de votre bac si pas de spécialité";"Votre licence est...";"Temps de travail personnel (scolaire) la semaine dernière en heure";"Moyen de transport principal pour venir à la faculté au quotidien";"Temps de trajets en minutes pour venir à la faculté au quotidien";"Fumez-vous du tabac ?";"Rythme de consommation d'alcool";"Nombre de soirées par semaine en moyenne";"Vos phobies";"Plateforme d'accès aux jeux vidéos";"Système d'exploitation de votre téléphone";"Temps de possession votre téléphone actuel en année";"Système d'exploitation de votre ordinateur";"Temps de possession votre ordinateur actuel en année";"Support principal pour la prise de note en cours";"Matériels possédés";"Réseau social le plus utilisé";"Temps passé par jour sur les réseaux sociaux en heure";"Temps passé par jour sur votre téléphone en heure";"Principales sources d'information";"Quelle est la plus large chaîne de montagne du monde ?";"Quel est le nom de la femme noire qui a refusé de céder sa place à un homme blanc dans un bus en 1955 aux États-Unis ?";"Au cours de quel siècle, Cléopâtre, a-t-elle régné ?";"Quel naturaliste a révolutionné la biologie avec son ouvrage “L'Origine des espèces” paru en 1859 ?";"À quel mot correspond la définition suivante : répartition dans le temps d’une charge financière correspondant au remplacement d’un bien, machine, appareil, etc. ?";"Qui est Niki de Saint Phalle ?";"Combien de temps dure la rotation complète de la Lune autour de la Terre ?";"En quelle année est définitivement proclamée l’abolition de l’esclavage en France ?";"Qui a inventé l'expression ""la main invisible"" ?";"Quel écrivain et philosophe français a raconté l’histoire de Candide ?";"Avez-bien joué le jeu et répondu sans consulté de source d'information ?";"Nombre de réponses juste estimées";"spe_maths";"spe_SES";"spe_HGP";"spe_HLP";"spe_NSI";"spe_PC";"spe_autre";"spe_bacsansspe";"phobie_chien";"phobie_araignees";"phobie_foule";"phobie_veillir";"phobie_noir";"phobie_sang";"phobie_claustro";"phobie_sociale";"phobie_germe";"phobie_hauteur";"phobie_nombre";"jv_PC";"jv_playstation";"jv_xbox";"jv_nintendo";"jv_teltab";"jv_autre";"jv_nejouepas";"materiel_tel";"materiel_tablette";"materiel_ordinateur";"materiel_montreconnectee";"materiel_aucun";"infosource_journalpapier";"infosource_journal_inline";"infosource_autre_ecritinline";"infosource_télévision";"infosource_radio";"infosource_video";"infosource_RS";"infosource_autre";"Q1_montagne";"Q2_bus";"Q3_cleopatre";"Q4_origineespeces";"Q5_finance";"Q6_Niki";"Q7_lune";"Q8_esclavage";"Q9_main";"Q10_candide";"nb_bonnes_reponses";"surestimation"
19;"Masculin";197;"L2";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1;"en transport en commun (bus, tram, train)";42;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation   téléphone/tablette";"iOs";2;"MacOS";1.3;"ordinateur";"téléphone   ordinateur";"TikTok";3.3;7;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une actrice";"28 jours";1848;"Adam Smith";"Diderot";"oui";4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;1;1;0;6;-2
21;"Masculin";185;"L2";"Économie";"France";2020;"Bac sans spécialité";"ES";"... votre choix après une réorientation.";25;"à pied";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";3;"MacOS";4;"papier";"téléphone   ordinateur";"Instagram";2;4;"journal en ligne   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;-4
19;"Masculin";173;"L2";"Économie";"France";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";0.5;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   Playstation   Nintendo   téléphone/tablette";"iOs";0.7;"Windows";0.7;"ordinateur";"téléphone   ordinateur";"TikTok";2;7;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;8;0
18;"Féminin";164;"L2";"Économie";"France";2022;"Mathématiques   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Peur du sang";"Nintendo";"Android";1;"Windows";1.5;"ordinateur";"téléphone   ordinateur";"TikTok";3;4;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"non";7;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;-1
20;"Masculin";170;"L2";"Économie";"France";2020;NA;"ES";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";30;"en voiture seul";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Phobie sociale";"Je ne joue pas aux jeux vidéos.";"iOs";0.5;"MacOS";2.5;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";1;3;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;10;-3
21;"Masculin";178;"L2";"Économie";"France";2020;NA;"S";"... votre choix après une réorientation.";6;"en voiture seul";105;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0.5;"Peur de vieillir";"téléphone/tablette";"Android";3;"Windows";3;"papier";"téléphone   ordinateur";"Twitter";1;4;"vidéo sur internet (youtube, twitch, etc.)";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1755;"Adam Smith";"Voltaire";"oui";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;7;0
20;"Masculin";183;"L2";"Économie";"France";2021;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";2.5;"en transport en commun (bus, tram, train)";25;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Xbox";"iOs";3;"MacOS";2;"ordinateur";"ordinateur";"Snapchat";6;8;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Karl Marx";"Voltaire";"oui";7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;7;0
21;"Masculin";179;"L2";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";7;"à vélo";15;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Peur des araignées   Peur de vieillir";"PC   Xbox";"Android";5;"MacOS";2;"ordinateur";"téléphone   ordinateur";"Instagram";2;3;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux   autre";"l'Himalaya";"Angela Davis";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";9;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;9;0
19;"Masculin";186;"L2";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";0.5;"en voiture seul";25;"Oui occasionnellement";"Environ une fois par semaine";2;"Je n'ai peur de rien de cela.";"Playstation   téléphone/tablette";"iOs";5;"Windows";1;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";2.5;4;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"14 jours";1848;"Adam Smith";"Voltaire";"oui";4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;1;1;7;-3
20;"Masculin";176;"L2";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre choix après une réorientation.";0.5;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de la foule";"PC";"Android";2;"Windows";1.5;"ordinateur";"téléphone   ordinateur";"Instagram";1;4;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;9;-2
19;"Féminin";167;"L2";"Économie";"France";2022;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";2;"Peur des araignées";"Je ne joue pas aux jeux vidéos.";"Android";2;"MacOS";1;"papier";"téléphone   ordinateur";"TikTok";4;4;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"plue-value";"une actrice";"28 jours";1848;"John Maynard Keynes";"Voltaire";"oui";6;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;0;1;7;-1
19;"Masculin";171;"L2";"Économie";"France";2022;"Sciences économiques et sociales   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Peur de la foule   Peur du noir";"PC   Playstation";"iOs";1.5;"Windows";2.5;"papier";"téléphone   ordinateur";"Instagram";1;2.5;"autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;9;-2
17;"Masculin";180;"L3";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";0.5;"en voiture à plusieurs";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   Xbox   téléphone/tablette";"Android";3;"GNU/Linux";2;"ordinateur";"téléphone   ordinateur";"Twitter";1;3;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;10;0
19;"Masculin";175;"L2";"Économie";"France";2021;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";0;"en voiture seul";5;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Je n'ai peur de rien de cela.";"Xbox";"iOs";3;"Windows";1;"ordinateur";"téléphone   ordinateur";"Snapchat";1;2;"réseaux sociaux";"la cordillère des Andes";"Angela Davis";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1802;"Adam Smith";"Molière";"oui";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;0;7;-2
18;"Féminin";168;"L2";"Économie";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";10.5;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Peur de la foule   Peur de vieillir   Phobie sociale";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";1;3;"autre sources écrite en ligne   télévision   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;9;-2
19;"Féminin";157;"L2";"Autre";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";28;"en transport en commun (bus, tram, train)";25;"Oui, régulièrement";"Environ une fois par semaine";1;"Peur de vieillir";"Je ne joue pas aux jeux vidéos.";"iOs";9;"MacOS";2;"ordinateur";"téléphone   tablette   ordinateur";"Snapchat";4;8;"journal en ligne   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"plue-value";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;0;1;1;1;1;8;-4
19;"Masculin";175;"L2";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Phobie sociale";"Je ne joue pas aux jeux vidéos.";"Android";4;"GNU/Linux";1.5;"ordinateur";"téléphone   ordinateur";"Instagram";0.5;4;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Henry David Thoreau";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;8;-2
20;"Masculin";175;"L2";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";38;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur de la foule";"PC";"iOs";3;"Windows";1;"papier";"téléphone   tablette   ordinateur   montre connectée";"Instagram";1;6;"journal en ligne   télévision   radio";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Diderot";"oui";8;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;8;0
18;"Féminin";163;"L2";"Économie";"Autre en Afrique";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre choix après une réorientation.";5;"en transport en commun (bus, tram, train)";35;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";3;"MacOS";5;"papier";"téléphone   ordinateur";"Instagram";1.5;3;"autre sources écrite en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;9;-3
19;"Masculin";176;"L2";"Économie";"France";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";45;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Peur du sang";"Playstation   téléphone/tablette";"iOs";3;"Windows";1.5;"ordinateur";"téléphone   ordinateur";"TikTok";4;6;"journal papier   journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"John Maynard Keynes";"Rousseau";"oui";5;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;0;7;-2
20;"Masculin";170;"L2";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1;"en transport en commun (bus, tram, train)";25;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0.5;"Je n'ai peur de rien de cela.";"PC";"iOs";1;"Windows";4.5;"papier";"téléphone   tablette   ordinateur";"Twitter";1;4;"télévision";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Karl Marx";"Voltaire";"oui";5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;8;-3
24;"Masculin";174;"L2";"Économie";"Autre en Afrique";2019;"Bac sans spécialité";"S";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des chiens";"Je ne joue pas aux jeux vidéos.";"iOs";4;"MacOS";3;"papier";"téléphone   ordinateur";"Twitter";3;3;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Angela Davis";"3e siècle avant JC";"Henry David Thoreau";"plue-value";"une peintre";"14 jours";1848;"Adam Smith";"Voltaire";"oui";6;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;1;5;1
19;"Féminin";155;"L2";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre choix après une réorientation.";6;"en transport en commun (bus, tram, train)";4;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des araignées";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";0.1;"papier";"téléphone   ordinateur";"Snapchat";8;8;"journal en ligne   autre sources écrite en ligne   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une actrice";"28 jours";1848;"Karl Marx";"Voltaire";"presque...";7;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;0;1;6;1
19;"Masculin";176;"L2";"Économie";"France";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";1;"à pied";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Phobie sociale";"Playstation";"iOs";3;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";3;3;"télévision   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"John Maynard Keynes";"Voltaire";"oui";9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;8;1
19;"Masculin";177;"L2";"Économie";"France";2021;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";25;"en skate ou roller";0.3;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Peur des araignées";"Playstation   Nintendo   téléphone/tablette   autre plateforme";"iOs";2.5;"Windows";2;"papier";"téléphone   tablette   ordinateur";"Autre";1;3;"télévision   vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1848;"Adam Smith";"Voltaire";"oui";5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;1;1;7;-2
20;"Masculin";172;"L2";"Gestion";"France";2020;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"à pied";10;"Oui occasionnellement";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"PC   Nintendo   téléphone/tablette";"Android";1;"Windows";10;"papier";"téléphone   ordinateur";"Instagram";2;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"le massif de l'Atlas";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Molière";"oui";6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;7;-1
21;"Masculin";192;"L2";"Économie";"France";2020;NA;"S";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";5;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";2;"tablette";"tablette";"Snapchat";3;6;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1802;"Adam Smith";"Molière";"oui";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;0;1;0;6;1
18;"Masculin";195;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2.4;"en voiture seul";15;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur du noir";"Playstation";"iOs";5;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Autre";1;2;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Paul Anthony Samuelson";"Voltaire";"oui";5;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;9;-4
17;"Masculin";175;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";20;"en transport en commun (bus, tram, train)";40;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";3;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";0.1;"ordinateur";"téléphone   tablette   ordinateur";"Snapchat";3;5;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Rousseau";"non";9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;8;1
19;"Masculin";170;"L1";"Économie";"France";2022;"Bac sans spécialité";"STMG";"... votre choix après une réorientation.";3.5;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"téléphone/tablette";"iOs";0;"Je n'ai pas d'ordinateur.";NA;"papier";"téléphone";"TikTok";2;4;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"provision";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;7;-2
18;"Masculin";180;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";5;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur de vieillir   Peur du sang   Acrophobie, peur de la hauteur";"Je ne joue pas aux jeux vidéos.";"Android";0;"Windows";0;"papier";"téléphone   ordinateur";"Instagram";1;1;"autre sources écrite en ligne   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;9;-2
